Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,73.911201,73.911201,73.910004,73.911201,73.911201,0
2021-01-04,74.342598,74.485703,73.042503,74.127403,74.127403,0
2021-01-05,74.464996,75.172997,73.959099,74.475403,74.475403,0
2021-01-06,74.213997,74.216301,73.411003,74.135101,74.135101,0
2021-01-07,74.099998,74.921799,73.540901,74.091499,74.091499,0
2021-01-08,74.597702,74.806999,73.835999,74.595100,74.595100,0
2021-01-11,74.358902,74.977997,74.278000,74.402000,74.402000,0
2021-01-12,74.628098,74.747002,73.547302,74.628098,74.628098,0
2021-01-13,73.441299,73.961998,73.362999,73.440201,73.440201,0
2021-01-14,73.848801,73.986000,73.109596,73.848900,73.848900,0
2021-01-15,73.305801,73.858002,73.230499,73.325302,73.325302,0
2021-01-18,73.627502,74.357002,73.602997,73.598602,73.598602,0
2021-01-19,73.930397,73.963799,73.582603,73.929802,73.929802,0
2021-01-20,73.771103,73.830704,73.204002,73.771004,73.771004,0
2021-01-21,73.453499,73.953003,73.161102,73.453400,73.453400,0
2021-01-22,73.951401,75.169197,73.868500,73.947701,73.947701,0
2021-01-25,75.374397,75.841003,74.607002,75.314903,75.314903,0
2021-01-26,75.285698,75.773003,74.923103,75.282204,75.282204,0
2021-01-27,75.069298,75.958000,74.800201,75.070099,75.070099,0
2021-01-28,75.846298,76.477997,75.750999,75.873398,75.873398,0
2021-01-29,76.161697,76.327003,75.234001,76.166603,76.166603,0
2021-02-01,75.848000,76.137001,75.342003,75.881798,75.881798,0
2021-02-02,76.154297,76.154297,75.303001,76.113602,76.113602,0
2021-02-03,76.232002,76.305000,75.760399,76.220497,76.220497,0
2021-02-04,75.884903,76.026001,75.297997,75.885498,75.885498,0
2021-02-05,75.490700,75.644699,74.522003,75.490700,75.490700,0
2021-02-08,74.678001,74.747002,74.141998,74.607903,74.607903,0
2021-02-09,74.326103,74.380997,73.852203,74.322899,74.322899,0
2021-02-10,73.876602,73.987000,73.610001,73.876701,73.876701,0
2021-02-11,73.869698,73.917198,73.525002,73.866501,73.866501,0
2021-02-12,73.639297,74.445000,73.636497,73.639000,73.639000,0
2021-02-15,73.549896,73.773598,73.137001,73.573196,73.573196,0
2021-02-16,73.264999,73.890999,73.117798,73.332001,73.332001,0
2021-02-17,73.522102,74.172997,73.522102,73.541603,73.541603,0
2021-02-18,73.746002,74.153999,73.503998,73.715698,73.715698,0
2021-02-19,73.829498,74.071999,73.784203,73.833801,73.833801,0
2021-02-22,74.067497,75.035004,73.841698,74.143600,74.143600,0
2021-02-23,74.229698,74.262001,73.653999,74.224503,74.224503,0
2021-02-24,74.056999,74.241501,73.384804,74.070801,74.070801,0
2021-02-25,73.492599,74.333801,73.292000,73.494698,73.494698,0
2021-02-26,74.688797,74.912003,74.242996,74.706299,74.706299,0
2021-03-01,74.451500,74.517998,73.888000,74.670998,74.670998,0
2021-03-02,74.233902,74.709999,73.605003,74.251503,74.251503,0
2021-03-03,73.789703,74.046997,73.397003,73.788803,73.788803,0
2021-03-04,73.992203,74.028099,73.316803,74.014297,74.014297,0
2021-03-05,74.541298,74.754997,74.109001,74.555000,74.555000,0
2021-03-08,74.157501,74.841003,73.862000,74.327202,74.327202,0
2021-03-09,74.476799,74.589798,73.768997,74.474602,74.474602,0
2021-03-10,74.038696,74.147400,73.598000,74.029503,74.029503,0
2021-03-11,73.523598,73.852997,73.154099,73.523903,73.523903,0
2021-03-12,73.298103,73.710999,73.192101,73.300301,73.300301,0
2021-03-15,73.366798,73.444298,72.936203,73.318497,73.318497,0
2021-03-16,72.735298,73.045998,72.520897,72.735001,72.735001,0
2021-03-17,72.866898,74.180702,72.866898,72.867996,72.867996,0
2021-03-18,73.654900,74.278999,73.418404,73.654800,73.654800,0
2021-03-19,74.332497,74.410301,73.753998,74.321602,74.321602,0
2021-03-22,74.366501,75.064003,74.185402,74.153702,74.153702,0
2021-03-23,74.795898,76.313004,74.795403,74.795898,74.795898,0
2021-03-24,76.361000,76.919998,75.695999,76.331398,76.331398,0
2021-03-25,76.630096,76.688599,75.732002,76.616203,76.616203,0
2021-03-26,76.137497,76.174004,75.600998,76.117104,76.117104,0
2021-03-29,75.663498,76.082001,75.646400,75.661102,75.661102,0
2021-03-30,75.657501,76.161003,75.366898,75.654602,75.654602,0
2021-03-31,75.960999,75.966499,75.222000,75.903999,75.903999,0
2021-04-01,75.688499,76.410004,75.548103,75.674896,75.674896,0
2021-04-02,76.249802,76.473999,75.903900,76.264297,76.264297,0
2021-04-05,76.408401,76.683998,75.998299,76.415199,76.415199,0
2021-04-06,76.445000,77.285301,76.163002,76.434097,76.434097,0
2021-04-07,77.105598,78.010002,76.896599,77.000504,77.000504,0
2021-04-08,77.174202,77.322800,76.624100,77.158096,77.158096,0
2021-04-09,76.792900,77.445999,76.779404,76.792000,76.792000,0
2021-04-12,77.386497,77.731499,77.042000,77.387001,77.387001,0
2021-04-13,77.279503,77.501999,75.807999,77.291199,77.291199,0
2021-04-14,75.941002,76.002701,75.443001,75.918503,75.918503,0
2021-04-15,76.013298,77.472000,75.875504,76.014198,76.014198,0
2021-04-16,76.067497,76.457397,75.316002,76.078499,76.078499,0
2021-04-19,75.954903,76.380997,75.772697,75.955002,75.955002,0
2021-04-20,76.270500,77.014000,75.913101,76.272102,76.272102,0
2021-04-21,77.098000,77.103203,76.321701,76.822998,76.822998,0
2021-04-22,76.593903,76.736000,75.440300,76.569000,76.569000,0
2021-04-23,75.505501,75.526497,74.652100,75.505501,75.505501,0
2021-04-26,74.890297,75.370003,74.627998,74.908203,74.908203,0
2021-04-27,75.002502,75.249397,74.769203,74.975197,74.975197,0
2021-04-28,74.777802,74.977997,74.524696,74.779198,74.779198,0
2021-04-29,74.357201,74.646004,74.178398,74.363503,74.363503,0
2021-04-30,74.710602,75.172302,74.481003,74.729301,74.729301,0
2021-05-03,75.196899,75.847603,74.623001,75.197502,75.197502,0
2021-05-04,74.858398,75.337997,74.698303,74.894302,74.894302,0
2021-05-05,74.729897,74.970001,74.590797,74.732300,74.732300,0
2021-05-06,74.819901,74.862900,74.235001,74.803703,74.803703,0
2021-05-07,74.187599,74.294998,73.504799,74.188698,74.188698,0
2021-05-10,73.656197,74.213997,73.525002,73.570702,73.570702,0
2021-05-11,74.245796,74.387199,73.828003,74.276497,74.276497,0
2021-05-12,74.166000,74.491997,73.919998,74.167397,74.167397,0
2021-05-13,74.638802,74.651001,73.828003,74.600502,74.600502,0
2021-05-14,73.997498,74.099998,73.717598,73.997803,73.997803,0
2021-05-17,73.957703,74.098000,73.749001,73.957703,73.957703,0
2021-05-18,73.787903,73.862000,73.597000,73.782600,73.782600,0
2021-05-19,73.684402,73.872002,73.526802,73.671402,73.671402,0
2021-05-20,73.737999,73.931900,73.431297,73.731697,73.731697,0
2021-05-21,73.471802,73.662003,73.335297,73.469002,73.469002,0
2021-05-24,73.617104,73.834198,73.398499,73.612801,73.612801,0
2021-05-25,73.445999,73.485298,73.199997,73.438904,73.438904,0
2021-05-26,73.469803,73.696999,73.236298,73.471497,73.471497,0
2021-05-27,73.526703,73.643097,73.298897,73.539001,73.539001,0
2021-05-28,73.455399,73.688301,73.203697,73.440201,73.440201,0
2021-05-31,73.213699,73.452003,73.155899,73.194702,73.194702,0
2021-06-01,73.397301,73.660004,73.107002,73.398399,73.398399,0
2021-06-02,73.512901,73.695999,73.118401,73.515404,73.515404,0
2021-06-03,73.154503,73.293999,73.042000,73.145103,73.145103,0
2021-06-04,73.214500,73.306999,72.774597,73.214500,73.214500,0
2021-06-07,72.982399,73.038101,72.746902,73.001602,73.001602,0
2021-06-08,72.796997,72.889999,72.319000,72.792503,72.792503,0
2021-06-09,72.243103,72.332397,71.977501,72.243103,72.243103,0
2021-06-10,72.306503,72.455498,71.690002,72.302002,72.302002,0
2021-06-11,71.739502,72.170097,71.541000,71.740997,71.740997,0
2021-06-14,72.065102,72.322998,71.957298,72.063301,72.063301,0
2021-06-15,72.017197,72.323700,71.699097,72.020302,72.020302,0
2021-06-16,72.211998,72.229103,71.632103,72.209396,72.209396,0
2021-06-17,72.536201,72.668999,72.072800,72.565399,72.565399,0
2021-06-18,72.420502,72.759399,72.057701,72.389198,72.389198,0
2021-06-21,72.752502,73.315002,72.744003,72.797997,72.797997,0
2021-06-22,73.107300,73.278999,73.009201,73.088997,73.088997,0
2021-06-23,72.866096,73.029503,72.335999,72.862000,72.862000,0
2021-06-24,72.629501,72.647102,72.134003,72.630798,72.630798,0
2021-06-25,72.299004,72.361000,72.008797,72.296997,72.296997,0
2021-06-28,72.192497,72.280998,72.092003,72.209999,72.209999,0
2021-06-29,72.194801,72.834198,72.138901,72.204399,72.204399,0
2021-06-30,72.724503,73.203003,72.630898,72.722397,72.722397,0
2021-07-01,73.054604,73.483704,72.793404,73.054497,73.054497,0
2021-07-02,73.504997,73.749603,73.127998,73.456902,73.456902,0
