Date,Open,High,Low,Close,Adj Close,Volume
2021-07-05,73.202400,73.584000,73.199501,73.214897,73.214897,0
2021-07-06,73.414398,74.610001,73.153999,73.396301,73.396301,0
2021-07-07,74.467003,74.888000,73.912697,74.498802,74.498802,0
2021-07-08,74.700600,75.341003,74.542503,74.699203,74.699203,0
2021-07-09,74.713501,74.778397,74.163803,74.711700,74.711700,0
2021-07-12,74.219002,74.764801,74.211998,74.253197,74.253197,0
2021-07-13,74.401100,74.401100,73.875603,74.366898,74.366898,0
2021-07-14,74.331001,74.359497,73.929001,74.334602,74.334602,0
2021-07-15,74.127701,74.275002,74.043198,74.126297,74.126297,0
2021-07-16,74.363403,74.413002,74.006401,74.368698,74.368698,0
2021-07-19,74.063004,74.760002,74.063004,74.058998,74.058998,0
2021-07-20,74.659897,74.698997,74.350403,74.661400,74.661400,0
2021-07-21,74.365799,74.556000,73.871597,74.347298,74.347298,0
2021-07-22,73.924500,73.987396,73.583298,73.941200,73.941200,0
2021-07-23,73.658798,73.814003,73.482498,73.655098,73.655098,0
2021-07-26,73.679901,74.236198,73.639999,73.677002,73.677002,0
2021-07-27,73.680199,73.921997,73.565697,73.680901,73.680901,0
2021-07-28,73.664001,73.779999,73.355598,73.709099,73.709099,0
2021-07-29,73.440697,73.514000,72.999901,73.438698,73.438698,0
2021-07-30,73.160500,73.416000,72.817101,73.153000,73.153000,0
2021-08-02,73.102600,73.293404,72.659500,73.087898,73.087898,0
2021-08-03,72.955200,73.174004,72.781197,72.958099,72.958099,0
2021-08-04,72.938004,73.257599,72.720001,72.939697,72.939697,0
2021-08-05,73.178497,73.251999,72.980499,73.178596,73.178596,0
2021-08-06,73.131699,73.476997,72.983902,73.120903,73.120903,0
2021-08-09,73.503304,73.668999,73.352303,73.503197,73.503197,0
2021-08-10,73.619904,74.030998,73.491302,73.620598,73.620598,0
2021-08-11,73.917999,74.128998,73.681099,73.921997,73.921997,0
2021-08-12,73.394699,73.666000,73.325996,73.401497,73.401497,0
2021-08-13,73.521500,73.616997,73.145599,73.538399,73.538399,0
2021-08-16,73.206802,73.480003,73.187798,73.150101,73.150101,0
2021-08-17,73.277298,73.557999,73.276100,73.282700,73.282700,0
2021-08-18,73.540802,73.823898,73.330101,73.595703,73.595703,0
2021-08-19,73.846497,74.291000,73.837997,73.843498,73.843498,0
2021-08-20,74.291496,74.572998,73.952301,74.275101,74.275101,0
2021-08-23,74.186996,74.250000,73.915298,74.195099,74.195099,0
2021-08-24,74.075104,74.102997,73.698601,74.080498,74.080498,0
2021-08-25,73.760399,74.055000,73.630898,73.761497,73.761497,0
2021-08-26,73.784500,74.445999,73.694000,73.769997,73.769997,0
2021-08-27,74.281601,74.289200,73.523300,74.267502,74.267502,0
2021-08-30,73.387604,73.668999,73.308296,73.401199,73.401199,0
2021-08-31,73.439003,73.469299,73.176697,73.416496,73.416496,0
2021-09-01,73.287498,73.469002,72.870102,73.272598,73.272598,0
2021-09-02,72.985001,73.029900,72.666298,72.981300,72.981300,0
2021-09-03,72.944504,72.997704,72.555000,73.008904,73.008904,0
2021-09-06,72.772697,73.029999,72.772499,72.772202,72.772202,0
2021-09-07,72.959801,73.367996,72.891800,72.968201,72.968201,0
2021-09-08,73.371597,73.516998,73.194000,73.363197,73.363197,0
2021-09-09,73.288200,73.307999,72.806297,73.245697,73.245697,0
2021-09-10,72.836403,73.133301,72.666298,72.862000,72.862000,0
2021-09-13,73.100502,73.176498,72.652199,73.096100,73.096100,0
2021-09-14,72.643097,72.967003,72.569801,72.643997,72.643997,0
2021-09-15,72.879700,73.075500,72.425003,72.879601,72.879601,0
2021-09-16,72.254997,72.595001,72.231300,72.240601,72.240601,0
2021-09-17,72.470802,72.844101,72.434898,72.472504,72.472504,0
2021-09-20,72.861397,73.586098,72.772499,72.808502,72.808502,0
2021-09-21,73.436501,73.529503,72.973701,73.360001,73.360001,0
2021-09-22,73.035004,73.089897,72.576302,73.001503,73.001503,0
2021-09-23,72.924698,72.945000,72.564003,72.915901,72.915901,0
2021-09-24,72.649002,73.045998,72.619499,72.672997,72.672997,0
2021-09-27,72.670998,72.788300,72.405602,72.696899,72.696899,0
2021-09-28,72.572403,72.919800,72.383598,72.584602,72.584602,0
2021-09-29,72.839500,72.905998,72.591202,72.839203,72.839203,0
2021-09-30,72.844902,72.931999,72.561600,72.845901,72.845901,0
2021-10-01,72.715103,73.235001,72.627998,72.717201,72.717201,0
2021-10-04,72.745003,72.983002,72.389099,72.745003,72.745003,0
2021-10-05,72.474800,72.664001,72.267601,72.479897,72.479897,0
2021-10-06,72.267403,72.707603,72.256302,72.290901,72.290901,0
2021-10-07,72.394997,72.437302,71.678001,72.394600,72.394600,0
2021-10-08,71.801300,72.039001,71.617897,71.783501,71.783501,0
2021-10-11,71.753304,71.891998,71.544601,71.753304,71.753304,0
2021-10-12,71.877899,71.976997,71.707001,71.835098,71.835098,0
2021-10-13,71.846802,72.088997,71.710503,71.846497,71.846497,0
2021-10-14,71.982498,72.037598,71.314796,71.969002,71.969002,0
2021-10-15,71.366997,71.419998,70.871597,71.367500,71.367500,0
2021-10-18,71.016502,71.365402,70.943398,71.031502,71.031502,0
2021-10-19,71.070099,71.247498,70.783096,71.189003,71.189003,0
2021-10-20,70.841499,71.119003,70.807602,70.828598,70.828598,0
2021-10-21,70.801498,71.292000,70.788200,70.819099,70.819099,0
2021-10-22,71.014900,71.133003,69.931999,71.116600,71.116600,0
2021-10-25,70.352501,70.483002,69.720001,70.352501,70.352501,0
2021-10-26,69.828102,69.844002,69.213997,69.805901,69.805901,0
2021-10-27,69.438499,70.639999,69.322899,69.453796,69.453796,0
2021-10-28,70.608101,70.754997,70.027802,70.580498,70.580498,0
2021-10-29,70.148499,70.962997,70.140999,70.142403,70.142403,0
2021-11-01,70.866501,71.344002,70.724998,70.823402,70.823402,0
2021-11-02,71.585098,71.985001,71.369003,71.579903,71.579903,0
2021-11-03,71.604599,72.228996,71.320702,71.605400,71.605400,0
2021-11-04,71.750000,71.878998,71.197197,71.695602,71.695602,0
2021-11-05,71.422501,71.954002,71.039001,71.405998,71.405998,0
2021-11-08,71.127998,71.492996,71.114899,71.273201,71.273201,0
2021-11-09,71.223503,71.332001,70.644600,71.219803,71.219803,0
2021-11-10,70.722504,71.008003,70.506798,70.704498,70.704498,0
2021-11-11,71.221497,71.355598,70.964996,71.238602,71.238602,0
2021-11-12,71.561996,73.111298,71.484001,71.564003,71.564003,0
2021-11-15,72.679497,72.859299,72.024002,72.859299,72.859299,0
2021-11-16,72.483704,73.488998,72.315002,72.482803,72.482803,0
2021-11-17,73.066498,73.219200,72.296997,73.097504,73.097504,0
2021-11-18,72.553101,73.280998,72.486000,72.558701,72.558701,0
2021-11-19,73.069099,73.654999,72.681503,73.065002,73.065002,0
2021-11-22,73.435501,75.021500,73.162498,73.532997,73.532997,0
2021-11-23,74.978699,75.245003,74.346298,74.970398,74.970398,0
2021-11-24,74.270302,75.020401,74.088600,74.271500,74.271500,0
2021-11-25,74.932899,74.949501,74.460297,74.932999,74.932999,0
2021-11-26,74.551003,75.878998,74.551003,74.528297,74.528297,0
2021-11-29,75.134399,75.302399,74.254997,75.519997,75.519997,0
2021-11-30,74.462502,75.084999,73.960999,74.439201,74.439201,0
2021-12-01,74.092499,74.246002,73.688202,74.079002,74.079002,0
2021-12-02,74.246002,74.246002,73.526001,74.246002,74.246002,0
2021-12-03,73.623001,73.917198,73.342003,73.619499,73.619499,0
2021-12-06,73.889503,74.359200,73.502403,73.867798,73.867798,0
2021-12-07,74.348297,74.514999,73.841499,74.348198,74.348198,0
2021-12-08,73.989998,74.042999,73.506104,73.990303,73.990303,0
2021-12-09,73.556198,73.713997,73.452797,73.523499,73.523499,0
2021-12-10,73.655403,73.761002,73.252998,73.614998,73.614998,0
2021-12-13,73.307999,73.663597,73.225403,73.408699,73.408699,0
2021-12-14,73.480103,73.779999,73.376297,73.462502,73.462502,0
2021-12-15,73.793900,74.169098,73.644402,73.793404,73.793404,0
2021-12-16,73.603302,73.768997,73.344002,73.601303,73.601303,0
2021-12-17,73.900597,74.229599,73.527000,73.760201,73.760201,0
2021-12-20,74.330002,74.452904,74.054100,74.062599,74.062599,0
2021-12-21,74.072998,74.114998,73.714996,74.063499,74.063499,0
2021-12-22,73.869598,74.132401,73.578499,73.869598,73.869598,0
2021-12-23,73.624496,73.636002,73.172897,73.611298,73.611298,0
2021-12-24,73.320000,73.714996,73.119598,73.298798,73.298798,0
2021-12-27,73.344597,73.643898,73.077301,73.610001,73.610001,0
2021-12-28,73.347900,73.870003,73.331001,73.359001,73.359001,0
2021-12-29,73.667503,74.181000,73.554001,73.667503,73.667503,0
2021-12-30,73.974998,75.127998,73.862602,73.974998,73.974998,0
2021-12-31,74.531403,75.399002,74.463097,74.531502,74.531502,0
