Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,144.300003,146.889999,144.279999,146.529999,140.390152,10727400
2021-01-05,146.600006,147.070007,144.490005,145.750000,139.642822,8832700
2021-01-06,145.089996,148.100006,145.009995,146.660004,140.514725,7306300
2021-01-07,147.619995,147.759995,146.039993,146.649994,140.505096,6846000
2021-01-08,146.880005,147.000000,145.809998,146.630005,140.485977,8159400
2021-01-11,146.000000,147.990005,146.000000,147.289993,141.118286,8754800
2021-01-12,149.000000,149.929993,148.320007,148.970001,142.727921,7791100
2021-01-13,148.750000,149.070007,147.429993,147.449997,141.271576,5356500
2021-01-14,147.820007,148.000000,146.039993,146.970001,140.811691,7672400
2021-01-15,145.139999,145.899994,143.669998,144.639999,138.579361,11973500
2021-01-19,144.639999,145.070007,142.669998,143.389999,137.381714,8041200
2021-01-20,143.589996,145.660004,142.889999,145.509995,139.412888,7925200
2021-01-21,145.360001,145.729996,144.210007,144.850006,138.780533,4775300
2021-01-22,145.600006,147.339996,145.119995,146.330002,140.198517,6406500
2021-01-25,145.360001,146.250000,144.270004,146.199997,140.073990,6343700
2021-01-26,145.630005,147.809998,145.470001,147.509995,141.329071,5010500
2021-01-27,146.960007,147.860001,143.550003,143.839996,137.812866,9970100
2021-01-28,144.460007,146.259995,143.630005,143.750000,137.726639,7433900
2021-01-29,143.179993,143.750000,140.350006,140.490005,134.603241,10836400
2021-02-01,140.910004,141.490005,139.190002,139.270004,133.434372,8648400
2021-02-02,139.759995,142.149994,139.440002,140.770004,134.871521,9000800
2021-02-03,140.660004,142.050003,140.630005,141.199997,135.283478,4988900
2021-02-04,141.789993,143.179993,141.259995,142.529999,136.557739,5782100
2021-02-05,143.460007,144.850006,142.529999,144.360001,138.311066,6817200
2021-02-08,144.809998,145.580002,144.460007,145.029999,138.953018,5275100
2021-02-09,144.580002,146.320007,144.580002,145.830002,139.719482,5302300
2021-02-10,145.830002,145.899994,143.539993,144.130005,138.090698,6192300
2021-02-11,144.139999,144.949997,143.710007,144.020004,137.985336,4263800
2021-02-12,144.160004,144.610001,143.669998,144.470001,138.416473,4474500
2021-02-16,145.940002,146.389999,144.929993,145.660004,139.556610,9297000
2021-02-17,144.649994,147.500000,144.500000,147.199997,141.032074,8523700
2021-02-18,139.000000,140.699997,137.500000,137.660004,131.891830,32309100
2021-02-19,137.800003,139.419998,137.669998,138.339996,132.543304,12202000
2021-02-22,137.740005,138.339996,136.250000,137.690002,131.920547,10702200
2021-02-23,137.110001,137.389999,135.059998,135.470001,129.793549,10433400
2021-02-24,135.869995,136.160004,133.050003,133.210007,127.628304,15521900
2021-02-25,133.100006,134.009995,131.479996,131.949997,126.421036,11108200
2021-02-26,131.479996,131.809998,129.860001,129.919998,124.476120,14156900
2021-03-01,131.580002,132.570007,131.130005,131.369995,125.865372,11544800
2021-03-02,131.509995,132.750000,130.009995,130.110001,124.658180,9743600
2021-03-03,129.500000,129.929993,127.550003,127.589996,122.243767,13945800
2021-03-04,127.860001,129.580002,126.279999,127.529999,122.186279,15116000
2021-03-05,126.830002,129.750000,126.750000,129.119995,123.709641,11357900
2021-03-08,129.330002,129.839996,127.809998,127.879997,122.521614,13662800
2021-03-09,128.800003,129.880005,128.320007,128.889999,123.489273,10662900
2021-03-10,128.860001,133.050003,128.470001,132.179993,126.641434,14976400
2021-03-11,133.360001,133.490005,131.529999,132.130005,126.593552,11829900
2021-03-12,132.520004,134.520004,132.080002,134.119995,128.500168,9479200
2021-03-15,134.740005,134.750000,132.820007,133.429993,127.839043,8357300
2021-03-16,132.820007,134.279999,132.820007,133.389999,127.800705,6627000
2021-03-17,132.500000,133.139999,131.979996,132.279999,126.737228,8052100
2021-03-18,131.160004,131.949997,129.929993,130.009995,125.082436,9938500
2021-03-19,130.130005,132.500000,129.899994,131.740005,126.746895,19234500
2021-03-22,131.000000,132.449997,130.990005,132.369995,127.352989,8218000
2021-03-23,131.710007,134.300003,131.630005,133.940002,128.863480,9718300
2021-03-24,134.429993,134.429993,133.050003,133.110001,128.064911,7849100
2021-03-25,133.259995,134.529999,132.869995,134.009995,128.930801,9375300
2021-03-26,134.000000,135.199997,133.419998,135.130005,130.008392,9551200
2021-03-29,135.000000,137.009995,134.600006,136.669998,131.490036,10048800
2021-03-30,136.330002,137.589996,135.470001,135.740005,130.595276,9076700
