Date,Open,High,Low,Close,Adj Close,Volume
2020-10-02,132.250000,135.195007,130.509995,130.622498,130.301712,55249600
2020-10-05,132.360001,136.442505,132.227493,136.425003,136.089996,47982000
2020-10-06,138.300003,141.419998,136.649994,137.365005,137.027679,78442000
2020-10-07,139.997498,141.192505,138.634995,139.639999,139.297089,41808400
2020-10-08,140.750000,140.845001,137.580002,138.387497,138.047668,37890000
2020-10-09,137.669998,138.242493,136.607498,137.627502,137.289551,34689200
2020-10-12,139.895004,143.470001,139.125000,142.259995,141.910629,43474400
2020-10-13,142.964996,143.485001,140.187500,142.482498,142.132584,34460400
2020-10-14,142.904999,143.427505,139.600006,140.952499,140.606384,27610000
2020-10-15,138.107498,140.057495,137.677505,139.699997,139.356949,26722400
2020-10-16,140.367493,141.214996,137.925003,138.115005,137.775833,24239200
2020-10-19,139.029999,139.835007,134.067505,134.977493,134.646057,29806800
2020-10-20,135.835007,137.997498,135.070007,136.455002,136.119904,22921200
2020-10-21,136.250000,137.914993,134.774994,135.247498,134.915375,21959600
2020-10-22,135.225006,136.117493,132.317505,133.610001,133.281860,29048000
2020-10-23,134.500000,135.932495,132.912506,135.902496,135.568756,23348400
2020-10-26,134.270004,136.927505,130.384995,131.412506,131.089813,33689600
2020-10-27,133.059998,134.419998,131.914993,133.967499,133.638489,25052000
2020-10-28,131.979996,132.600006,126.089996,126.269997,125.959908,37652000
2020-10-29,128.384995,131.927505,127.500000,130.240005,129.920151,32008000
2020-10-30,128.500000,129.365005,123.000000,125.339996,125.032196,41682000
2020-11-02,126.577499,128.367493,123.949997,125.807503,125.498550,29965200
2020-11-03,127.084999,131.050003,126.027496,130.195007,129.875275,27290000
2020-11-04,133.892502,138.274994,133.369995,137.942505,137.603745,41022800
2020-11-05,141.625000,143.389999,139.910004,141.600006,141.252274,31902800
2020-11-06,141.097504,145.887497,138.949997,145.619995,145.262375,38334800
2020-11-09,145.524994,146.914993,136.107498,136.307495,135.972763,58297600
2020-11-10,136.065002,136.065002,126.282501,127.699997,127.386414,64406800
2020-11-11,130.537506,134.350006,129.482498,134.179993,133.850510,40474400
2020-11-12,134.789993,137.660004,133.160004,134.567505,134.237045,36581200
2020-11-13,136.272507,136.687500,130.592499,132.970001,132.643478,34631200
2020-11-16,131.725006,136.494995,131.559998,135.152496,134.820602,41377600
2020-11-17,135.524994,135.962494,133.037506,134.222504,133.892914,31202800
2020-11-18,134.652496,136.057495,131.850006,134.287506,133.957748,51092400
2020-11-19,132.127502,134.875000,131.000000,134.402496,134.072433,56593600
2020-11-20,134.539993,134.945007,130.649994,130.877502,130.556091,34108800
2020-11-23,131.712494,133.824997,130.154999,131.399994,131.077301,36135600
2020-11-24,131.425003,131.619995,128.850006,129.577499,129.259293,34650000
2020-11-25,130.324997,132.695007,130.199997,132.347504,132.022491,25991600
2020-11-27,133.750000,134.074997,131.705002,132.612503,132.286850,16727600
2020-11-30,132.649994,134.125000,129.722504,134.014999,133.685883,28695200
2020-12-01,134.922501,135.287506,132.282501,133.899994,133.571167,29694800
2020-12-02,133.505005,136.735001,132.342499,135.445007,135.112381,28336000
2020-12-03,135.875000,136.600006,133.289993,133.960007,133.670502,19952000
2020-12-04,134.485001,135.600006,133.887497,135.582504,135.289490,20224400
2020-12-07,136.012497,137.312500,135.000000,136.067505,135.773453,22324400
2020-12-08,135.850006,135.987503,132.815002,133.500000,133.211533,27192000
